Timestamp,What is your age?,What is your gender?,Highest Level of Education Completed,Employment Type,How many hours do you work in an average week?,Number of years in current industry,"What is your expected personal income (pre-tax, in USD) this year?",Marital Status,Family Status
8/25/2009 21:46:24,25,Male,Bachelors,Student,0,0,8000,Married/Partner,0
8/25/2009 21:50:33,21,Male,High School,Student,30,4,1000,Single,0
8/25/2009 21:52:58,27,Male,Ph.D/DDS/MD,Large Business,48,8,75000,Single,0
8/25/2009 21:54:39,25,Male,Bachelors,Small Business,50,3,50000,Married/Partner,1
8/25/2009 22:05:34,25,Male,Bachelors,Small Business,10,1,45000,Single,0
8/25/2009 22:07:49,26,Male,Bachelors,Self Employed,50,10,350000,Single,0
8/25/2009 22:08:32,21,Male,High School,Small Business,45,2,60000,Single,0
8/25/2009 22:10:30,18,Male,High School,Self Employed,0,9,1000,Single,0
8/25/2009 22:10:33,29,Male,Masters/MBA,Small Business,40,3,65000,Single,0
8/25/2009 22:15:06,44,Male,Ph.D/DDS/MD,Self Employed,50,14,2500,Married/Partner,0
8/25/2009 22:18:30,26,Male,Bachelors,Small Business,40,1,32000,Single,0
8/25/2009 22:20:13,39,Male,Masters/MBA,Small Business,45,10,140000,Married/Partner,2
8/25/2009 22:22:10,20,Male,Some College,Small Business,50,2,25000,Single,0
8/25/2009 22:25:31,15,Male,Pre-High School,Student,0,13,0,Single,0
8/25/2009 22:25:32,43,Male,Bachelors,Self Employed,30,19,250000,Married/Partner,0
8/25/2009 22:26:57,30,Male,Some College,Self Employed,40,10,160000,Divorced/Seperated,2
8/25/2009 22:28:16,13,Male,Pre-High School,Student,0,0,0,Single,0
8/25/2009 22:31:52,27,Male,Masters/MBA,Corporation,40,4,120000,Single,0
8/25/2009 22:32:02,22,Male,Some College,Student,20,1,4500,Single,0
8/25/2009 22:35:22,22,Male,Bachelors,Small Business,60,3,70000,Single,0
8/25/2009 22:35:57,23,Male,Some College,Large Business,50,5,65000,Married/Partner,0
8/25/2009 22:41:27,27,Male,Bachelors,Corporation,50,7,85000,Single,0
8/25/2009 22:44:07,30,Male,Bachelors,Small Business,50,3,70000,Single,0
8/25/2009 22:46:10,31,Male,Bachelors,Government,37.5,10,-1,Single,0
8/25/2009 22:48:16,36,Male,Some College,Small Business,46,14,36000,Married/Partner,2
8/25/2009 22:52:31,26,Male,Bachelors,Student,40,7,0,Single,0
8/25/2009 22:54:06,36,Male,Bachelors,Small Business,40,20,92000,Married/Partner,2
8/25/2009 22:54:09,27,Male,Bachelors,Small Business,35,8,40,Single,0
8/25/2009 22:54:40,41,Male,Some College,Self Employed,50,15,100000,Married/Partner,1
8/25/2009 23:04:58,37,Male,Bachelors,Small Business,30,3,60000,Single,0
8/25/2009 23:05:59,40,Male,Bachelors,Corporation,40,16,25000,Married/Partner,2
8/25/2009 23:10:34,23,Male,Bachelors,Self Employed,35,1,25000,Single,0
8/25/2009 23:21:25,28,Male,Bachelors,Small Business,40,10,100000,Single,0
8/25/2009 23:23:09,19,Male,High School,Student,50,0,0,Single,0
8/25/2009 23:26:40,27,Male,Masters/MBA,Corporation,50,4,110000,Single,0
8/25/2009 23:30:53,24,Male,Associates,Small Business,40,4,48000,Single,0
8/25/2009 23:31:42,20,Male,Some College,Corporation,40,6,130000,Single,0
8/25/2009 23:33:10,32,Male,High School,Corporation,40ish,12,125000,Single,0
8/25/2009 23:33:10,25,Male,Bachelors,Small Business,50,3,30798,Single,0
8/25/2009 23:35:54,26,Male,Some College,Small Business,40,3,25000,Single,0
8/25/2009 23:37:41,28,Male,Masters/MBA,Self Employed,30,6,10,Single,0
8/25/2009 23:40:52,24,Male,Bachelors,Self Employed,20,4,2400,Single,0
8/25/2009 23:45:18,26,Male,Bachelors,Small Business,40,3,7500,Single,0
8/25/2009 23:55:49,28,Male,High School,Corporation,90,10,50000,Married/Partner,4
8/25/2009 23:57:57,22,Male,High School,Student,15,4,10000,Single,0
8/25/2009 23:58:31,29,Male,Masters/MBA,Small Business,45,4,60000,Married/Partner,0
8/25/2009 23:59:29,20,Male,High School,Student,40,1,2400,Single,0
8/26/2009 0:04:14,31,Male,Bachelors,Corporation,55,9,95000,Single,0
8/26/2009 0:06:30,21,Male,Some College,Small Business,25,6,24000,Married/Partner,0
8/26/2009 0:07:17,30,Male,Masters/MBA,Corporation,41,14,80000,Married/Partner,2
8/26/2009 0:09:07,30,Male,Bachelors,Self Employed,60,10,50000,Married/Partner,0
8/26/2009 0:15:21,29,Male,Masters/MBA,Small Business,40,11,"65,ooo",Single,0
8/26/2009 0:18:52,27,Male,Masters/MBA,Small Business,40,2,40000,Married/Partner,0
8/26/2009 0:21:07,28,Male,Bachelors,Self Employed,40,4,0,Single,0
8/26/2009 0:21:33,28,Male,Bachelors,Government,45,10,68000,Single,0
8/26/2009 0:24:45,22,Male,Bachelors,Student,10,17,16800,Single,0
8/26/2009 0:26:48,29,Male,Some College,Small Business,40,4,27600,Single,4
8/26/2009 0:29:54,22,Male,Bachelors,Large Business,35,2,2000,Single,0
8/26/2009 0:34:51,32,Male,Masters/MBA,Small Business,45,11,46000,Married/Partner,1
8/26/2009 0:35:37,27,Male,Bachelors,Small Business,42,2,35000,Single,0
8/26/2009 0:51:37,25,Male,High School,Large Business,40,7,38000,Single,0
8/26/2009 1:02:22,27,Male,Masters/MBA,Large Business,40,7,70000,Single,0
8/26/2009 1:07:44,23,Male,High School,Self Employed,80,6,7200,Single,0
8/26/2009 1:10:50,30,Male,Some College,Self Employed,20,5,10000,Married/Partner,0
8/26/2009 1:12:48,28,Male,Some College,Large Business,60,6,72000,Married/Partner,0
8/26/2009 1:15:51,20,Male,Pre-High School,Unemployed,0,0,0,Single,0
8/26/2009 1:16:20,34,Male,Masters/MBA,Self Employed,30,9,110000,Single,1
8/26/2009 1:20:25,23,Male,Bachelors,Student,32,1,14000,Single,0
8/26/2009 1:21:18,36,Male,Bachelors,Self Employed,40++,20,20000,Single,0
8/26/2009 1:34:17,23,Female,High School,Small Business,32,4,26091,Married/Partner,0
8/26/2009 1:35:52,38,Male,Ph.D/DDS/MD,Small Business,32,13,95000,Remarried,2
8/26/2009 1:37:09,21,Female,Some College,Small Business,70,1,24000,Single,0
8/26/2009 1:37:35,19,Male,High School,Student,25,0,0,Single,0
8/26/2009 1:41:55,25,Male,Masters/MBA,Corporation,40,3,12000,Single,0
8/26/2009 1:42:18,25,Male,Bachelors,Corporation,40,2,42000,Married/Partner,0
8/26/2009 1:44:21,46,Male,Some College,Large Business,45,3,80000,Married/Partner,3
8/26/2009 1:44:37,20,Male,Bachelors,Student,56,1,0,Single,0
8/26/2009 1:47:09,24,Male,Bachelors,Small Business,50,1,45000,Single,0
8/26/2009 1:47:54,21,Male,Some College,Self Employed,55,2,15000,Single,0
8/26/2009 1:48:55,21,Male,Some College,Student,38,1,0,Single,0
8/26/2009 1:52:52,32,Male,Masters/MBA,Corporation,40,8,32000,Single,0
8/26/2009 1:53:56,25,Male,Bachelors,Unemployed,20,6,20000,Single,0
8/26/2009 1:59:44,28,Male,Some College,Student,50,0,4000,Married/Partner,0
8/26/2009 2:13:07,32,Male,Ph.D/DDS/MD,Small Business,50,1,20000,Single,0
8/26/2009 2:13:44,43,Male,Bachelors,Small Business,38,22,private,Married/Partner,1
8/26/2009 2:15:52,34,Male,Masters/MBA,Small Business,40,9,20000,Married/Partner,2
8/26/2009 2:22:51,46,Male,Masters/MBA,Large Business,40,11,100000,Single,4
8/26/2009 2:41:34,27,Male,Bachelors,Small Business,48,3,70000,Married/Partner,0
8/26/2009 2:45:12,24,Male,Bachelors,Self Employed,35,3,25000,Married/Partner,0
8/26/2009 2:48:01,34,Male,Bachelors,Large Business,45,5,30000,Married/Partner,0
8/26/2009 2:48:11,26,Male,Some College,Self Employed,35,1,60000,Single,0
8/26/2009 2:48:57,21,Male,Bachelors,Self Employed,35,2,40000,Single,0
8/26/2009 2:55:25,21,Male,High School,Student,800,3,0,Single,0
8/26/2009 2:56:30,25,Male,Bachelors,Small Business,80,4,60000,Single,0
8/26/2009 3:06:00,23,Male,Bachelors,Small Business,40,2,10000,Married/Partner,0
8/26/2009 3:10:16,26,Male,Bachelors,Self Employed,30,4,0,Single,0
8/26/2009 3:15:18,38,Male,Bachelors,Small Business,60,16,135000,Married/Partner,2
8/26/2009 3:15:52,29,Male,Pre-High School,Small Business,60,16,1000000,Single,0
8/26/2009 3:23:49,33,Male,Bachelors,Self Employed,30,19,0,Single,0
8/26/2009 3:29:41,21,Male,Bachelors,Large Business,50,1,90000,Single,0
8/26/2009 3:29:49,25,Male,Bachelors,Self Employed,50,2,50000,Single,0
8/26/2009 3:34:35,26,Male,Bachelors,Large Business,45,4,8050,Single,0
8/26/2009 3:36:01,24,Male,Some College,Small Business,70,5,85000,Single,0
8/26/2009 3:36:43,33,Male,Some College,Self Employed,50,10,50000,Married/Partner,10+
8/26/2009 3:40:26,16,Male,Some College,Self Employed,25,3,90000,Single,0
8/26/2009 3:42:30,25,Male,Bachelors,Large Business,70,4,20000,Single,0
8/26/2009 3:48:34,27,Male,Bachelors,Small Business,50,6,24000,Single,1
8/26/2009 3:51:54,25,Male,Masters/MBA,Small Business,40,4,70000,Single,0
8/26/2009 3:52:55,34,Male,Bachelors,Large Business,45,12,80000,Single,0
8/26/2009 3:54:42,31,Male,Masters/MBA,Large Business,40,5,60000,Married/Partner,0
8/26/2009 3:55:07,22,Male,Some College,Student,45,5,50,Single,5
8/26/2009 4:13:08,37,Male,Bachelors,Corporation,40,2,43000,Single,0
8/26/2009 4:20:00,30,Male,High School,Large Business,50,3,20400,Married/Partner,0
8/26/2009 4:22:03,26,Male,Ph.D/DDS/MD,Small Business,50,1,65000,Married/Partner,0
8/26/2009 4:23:59,28,Male,Some College,Government,85,8,36000,Married/Partner,3
8/26/2009 4:26:47,23,Male,Bachelors,Student,15,7,8000,Single,0
8/26/2009 4:27:30,29,Male,Some College,Small Business,45,7,43000,Single,0
8/26/2009 4:29:28,25,Male,Bachelors,Small Business,40,2,100000,Single,1
8/26/2009 4:30:17,19,Male,Some College,Large Business,40,4,20000,Married/Partner,0
8/26/2009 4:33:24,30,Male,Bachelors,Corporation,50,10,110000,Married/Partner,2
8/26/2009 4:34:36,31,Male,Masters/MBA,Corporation,50,10,40000,Single,0
8/26/2009 4:38:08,28,Male,Bachelors,Small Business,60,6,120000,Single,0
8/26/2009 4:46:04,25,Male,Bachelors,Large Business,45,3,23000,Single,0
8/26/2009 4:47:12,31,Male,Masters/MBA,Self Employed,50,10,200000,Single,0
8/26/2009 4:49:23,25,Male,Bachelors,Small Business,40,2,25000,Single,0
8/26/2009 4:49:40,62,Male,Ph.D/DDS/MD,Corporation,42,35,140000,Married/Partner,0
8/26/2009 5:02:04,25,Male,Masters/MBA,Large Business,40,4,19000,Married/Partner,1
8/26/2009 5:06:51,23,Male,Bachelors,Corporation,50,5,30000,Single,0
8/26/2009 5:11:59,27,Male,Masters/MBA,Small Business,169,3,80000,Single,0
8/26/2009 5:12:00,25,Male,Bachelors,Student,40,4,0,Single,0
8/26/2009 5:17:49,21,Male,Bachelors,Small Business,60,6,50000,Single,0
8/26/2009 5:23:41,29,Male,Bachelors,Corporation,40,10,75000,Married/Partner,1
8/26/2009 5:26:29,37,Male,Bachelors,Large Business,47,13,80,Married/Partner,0
8/26/2009 5:27:08,29,Male,Masters/MBA,Self Employed,77,15,5000,Married/Partner,0
8/26/2009 5:38:34,23,Female,Bachelors,Student,60,1,19000,Single,0
8/26/2009 5:38:35,31,Male,Associates,Government,40,12,50000,Married/Partner,2
8/26/2009 5:40:36,41,Male,Bachelors,Small Business,40,18,110000,Married/Partner,2
8/26/2009 5:49:24,25,Male,Bachelors,Large Business,25,3,80000,Single,0
8/26/2009 5:49:40,26,Male,High School,Government,48,1,15000,Single,0
8/26/2009 5:49:51,25,Male,Bachelors,Corporation,50,4,97000,Single,0
8/26/2009 5:51:36,57,Male,Bachelors,Student,50,11,1,Single,0
8/26/2009 5:53:40,29,Female,Some College,Small Business,40,9,30000,Single,0
8/26/2009 6:02:11,30,Male,Masters/MBA,Corporation,45,7,64000,Single,0
8/26/2009 6:03:24,30,Male,High School,Small Business,40,5,45000,Single,0
8/26/2009 6:11:52,36,Male,Bachelors,Self Employed,40,12,70000,Married/Partner,0
8/26/2009 6:15:57,25,Male,Associates,Small Business,40,6,55000,Married/Partner,0
8/26/2009 6:17:11,29,Male,Some College,Small Business,70,10,70000,Married/Partner,2
8/26/2009 6:19:15,36,Male,Associates,Self Employed,25,15,100000,Married/Partner,0
8/26/2009 6:19:44,20,Male,Some College,Corporation,35,1,40000,Single,0
8/26/2009 6:22:53,30,Male,Bachelors,Corporation,50,7,20600,Single,0
8/26/2009 6:26:36,33,Male,Bachelors,Self Employed,50,12,120000,Married/Partner,1
8/26/2009 6:40:40,27,Male,Bachelors,Small Business,38,6,50000,Married/Partner,1
8/26/2009 6:43:37,38,Male,Masters/MBA,Corporation,50,15,100000,Married/Partner,1
8/26/2009 6:48:26,25,Male,Masters/MBA,Small Business,50,7,32000,Married/Partner,0
8/26/2009 6:50:02,36,Male,Some College,Self Employed,56,10,90000,Married/Partner,0
8/26/2009 6:53:18,40,Female,Masters/MBA,Corporation,40,10,65000,Married/Partner,2
8/26/2009 6:53:49,34,Male,Bachelors,Corporation,35,11,40000,Married/Partner,1
8/26/2009 6:54:57,24,Female,Bachelors,Student,30,2,20000,Single,0
8/26/2009 6:57:02,37,Male,Bachelors,Small Business,40,10,50000,Single,0
8/26/2009 7:04:14,29,Male,Bachelors,Self Employed,30,6,39000,Single,0
8/26/2009 7:05:29,40,Male,High School,Corporation,40,15,45000,Married/Partner,2
8/26/2009 7:11:03,27,Male,Masters/MBA,Government,50,2,38000,Single,0
8/26/2009 7:16:33,28,Male,Bachelors,Student,30,3,24000,Married/Partner,0
8/26/2009 7:18:04,23,Male,Some College,Self Employed,50,3,0,Single,0
8/26/2009 7:21:43,22,Male,Bachelors,Student,40,2,10000,Married/Partner,0
8/26/2009 7:26:39,26,Male,Bachelors,Corporation,40,8,75000,Single,0
8/26/2009 7:31:22,25,Male,Ph.D/DDS/MD,Large Business,60,2,75000,Single,0
8/26/2009 7:38:43,27,Male,Bachelors,Small Business,60,2,65000,Single,0
8/26/2009 7:46:04,28,Male,High School,Small Business,50,14,50000,Married/Partner,2
8/26/2009 8:02:16,29,Male,Masters/MBA,Self Employed,35,2,80000,Single,0
8/26/2009 8:07:09,27,Female,Masters/MBA,Small Business,60,4,40000,Single,0
8/26/2009 8:15:43,26,Male,Bachelors,Large Business,40,2,53000,Single,0
8/26/2009 8:19:38,24,Male,Some College,Large Business,40,3,20000,Married/Partner,0
8/26/2009 8:22:54,18,Male,High School,Student,5,2,2000,Single,0
8/26/2009 8:30:47,45,Male,Bachelors,Small Business,80,20,72000,Married/Partner,2
8/26/2009 8:36:03,17,Male,High School,Unemployed,0,0,0,Single,0
8/26/2009 8:50:05,22,Male,Some College,Student,8,5,9000,Single,0
8/26/2009 9:08:14,29,Male,Some College,Self Employed,40,10,24000,Single,0
8/26/2009 10:06:01,26,Male,Masters/MBA,Student,30,5,23000,Single,0
8/26/2009 10:12:05,33,Male,Bachelors,Small Business,40,7,0,Single,0
8/26/2009 10:18:44,28,Male,Masters/MBA,Corporation,45,6,125000,Married/Partner,0
8/26/2009 11:17:58,27,Male,Masters/MBA,Corporation,44,4,100000,Single,0
8/26/2009 12:21:32,29,Male,Bachelors,Self Employed,45,5,90000,Married/Partner,0
8/26/2009 13:52:48,25,Male,Masters/MBA,Self Employed,50,4,40000,Married/Partner,0
8/26/2009 14:02:32,20,Male,Some College,Student,40,2,15000,Single,0
8/26/2009 14:03:09,23,Male,Bachelors,Large Business,45,1,60000,Single,0
8/26/2009 14:55:02,30,Male,Some College,Small Business,36,7,65000,Single,0
8/26/2009 15:08:34,39,Male,Masters/MBA,Small Business,50,17,45000,Married/Partner,2
8/26/2009 15:11:38,26,Male,High School,Corporation,50,6,50000,Single,0
8/26/2009 15:20:56,21,Male,Bachelors,Small Business,150,2,50000,Single,0
8/26/2009 16:11:44,22,Male,Some College,Self Employed,84,4,0,Married/Partner,0
8/26/2009 16:25:20,26,Male,Some College,Small Business,50,10,42000,Single,0
8/26/2009 16:30:04,50,Male,Bachelors,Corporation,41,0.5,100000,Single,0
8/26/2009 16:38:00,30,Male,Bachelors,Government,35,12,65000,Divorced/Seperated,0
8/26/2009 17:50:22,27,Male,Some College,Small Business,40,9,60000,Single,0
8/26/2009 17:51:11,26,Male,Masters/MBA,Small Business,20,9,6000,Single,0
8/26/2009 18:37:29,28,Male,Bachelors,Large Business,40,6,60606,Single,0
8/26/2009 19:33:22,25,Male,Bachelors,Small Business,50,3,80000,Single,0
8/26/2009 20:28:22,34,Male,Masters/MBA,Corporation,70,14,300000,Married/Partner,3
8/26/2009 21:11:33,27,Female,Masters/MBA,Corporation,40,5,90000,Married/Partner,1
8/26/2009 22:29:59,43,Male,Some College,Government,40,2,35000,Married/Partner,0
8/26/2009 23:16:16,18,Male,High School,Student,30,0,30000,Single,0
8/27/2009 0:29:03,30,Male,Bachelors,Corporation,40,5,100000,Married/Partner,1
8/27/2009 1:31:42,25,Male,Ph.D/DDS/MD,Student,30,6,2500,Single,0
8/27/2009 2:37:01,18,Male,High School,Self Employed,40,5,50000,Single,0
